SimulationName,DataSource,DataStoragePrecision,GeographicPrecision,TemporalPrecision,GridSpacing,QueryTime,DatabaseSize,UsedSystemMemory,CPU %,Date
Sim1416921128201,SIMULATION,7,100,100,15,0,755418,35416.0,0.0,07:12:10.210
Sim1416921128201,SIMULATION,7,100,100,15,0,755446,22104.0,0.5121850238089776,07:12:20.279
